6.331670795673760566e-03,-4.698765573947601970e-01
4.416011537178575475e-02,5.189368374706523346e-01
-9.568520574723656802e-01,4.559587939852766114e-01
4.193963015745219014e-01,-2.087934177290377280e-01
3.187429681867390840e-01,-1.693983906626855829e-01
-2.566074621075786211e-01,-3.722801197798772943e-01
8.634180093896473562e-02,8.182089188842832650e-01
-6.497570309356943685e-01,-9.068723453569671467e-01
7.896836093393437839e-01,1.113888320232112816e+00
-5.076225986431184278e-01,7.740057691478334778e-01
-1.732221550265678756e-01,-2.417338045743825103e-01
-3.499387445036757915e-01,-3.680468479808076676e-01
7.680031718783797423e-01,-4.452759451781255762e-01
8.747833240369384811e-01,-1.407151945276665650e-01
6.120631624301127172e-01,7.469911929209400725e-01
-9.776589640045093565e-01,-4.311782633095130324e-01
-9.985329439383254790e-01,1.552699324150166038e-01
6.269870076387731306e-01,-5.594061450990821249e-02
6.276959761089500045e-01,-7.687908980559906569e-01
-8.630755422173774782e-01,-2.013974619793117427e-01
-4.192976437744285190e-01,-3.282994777179322754e-01
-4.140320698753454653e-01,-2.112033971270249055e-01
-3.660144272619975103e-01,-2.741446698936367277e-01
8.636592595158587571e-01,7.310093337942492608e-01
-3.042316545433783048e-01,3.897889562145199216e-01
1.895946866453467605e-01,5.045384019940235554e-01
-1.330679641776610633e-01,3.839508273038653718e-01
-7.677271734358498412e-01,8.284893360952485519e-01
4.447360371452533379e-01,1.094534940432393688e-01
-3.799639299013465310e-01,3.769515794530192698e-03
9.708617343391399146e-01,4.610435016118253904e-01
9.114575521759783472e-01,-6.819282753471436198e-01
1.026204308151459355e+00,1.917411291377105753e-01
-4.062926409767988467e-01,4.482004213220978084e-01
3.415658766086226428e-01,3.524633834458685833e-01
4.237432267453934698e-02,3.657396668103742310e-01
1.406218814838135767e-01,-2.812070746006166688e-01
1.548983311930634266e-01,-3.116277754688523416e-01
2.939111940037694715e-01,2.763985393401223734e-01
-5.843051114336053065e-01,9.364397293958632851e-01
-1.137863345359017564e-01,8.901538450266509583e-01
-1.188469960076434101e-01,-8.921071215992369963e-01
-4.274047070268680026e-01,-2.777056484748716692e-01
-7.777193156417205877e-02,-5.192858093191740076e-01
1.292099197200321792e-01,-1.028019285056330112e+00
6.973188027832589730e-01,-7.282230577203958610e-01
2.906472175538231673e-01,-9.213171893644077626e-01
-2.271888376401934861e-01,-2.582512792717513994e-01
2.228717853541787308e-01,2.309481598549670556e-01
-6.010500079970716725e-02,-4.318026919806018937e-01
-3.517161421415030964e-01,3.894584424738017914e-02
3.482406887621514735e-01,6.742708858119492166e-02
3.588050149160321167e-01,2.919790545633831336e-01
1.537374192162282993e-02,-1.036313477479878564e+00
-3.112137819656900506e-01,2.548549441911923119e-01
-9.923870718698478699e-01,-6.162134057756545324e-01
-5.154678468954045079e-02,1.016559457126505972e+00
-4.775588704784398120e-01,1.934223410132533405e-01
-5.580374197055265606e-02,-9.136999565043061322e-01
3.734108367059947309e-01,-9.595362763679610163e-01
4.058732217379583673e-01,6.564687487007443700e-02
-1.978708314682606495e-01,4.878189028362673318e-01
2.260598100092700569e-03,-5.228138611628444510e-01
5.195837693798910362e-01,-4.163364124408035216e-02
-5.464672744720789899e-01,5.951927091916527912e-01
